lot_frontage,lot_area,overall_qual,overall_cond,year_built,year_remod_add,mas_vnr_area,bsmt_fin_sf_1,bsmt_fin_sf_2,bsmt_unf_sf,total_bsmt_sf,first_flr_sf,second_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abv_gr,kitchen_abv_gr,tot_rms_abv_grd,fireplaces,garage_yr_blt,garage_cars,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,three_ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,ms_subclass,ms_zoning,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,bldg_type,house_style,roof_style,exterior_1st,exterior_2nd,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmt_fin_type_1,bsmt_fin_type_2,heating,heating_qc,central_air,electrical,kitchen_qual,functional,fireplace_qu,garage_type,garage_finish,garage_qual,garage_cond,paved_drive,sale_type,sale_condition,sale_price
74,25371,5,7,2001,2001,236.78486640648754,189.625121300857,94.51802671906293,110.35959939601594,394.50274741593586,917.0439885288981,170.2553104447876,7.914266577432116,4500.0,1,0,2,0,5,2,10,0,1999,2,476.0464567461533,138.36828554402416,110.31935384691225,36.63741943312899,12.084854291840722,33.19277298147722,56.237218329426554,156.32914582479458,8,2010,50,FV,Pave,IR2,Lvl,AllPub,CulDSac,Sev,OldTown,Feedr,1Fam,1.5Fin,Flat,HdBoard,Wd Sdng,Gd,Fa,CBlock,Ex,Fa,Gd,LwQ,ALQ,Grav,Ex,N,SBrkr,Ex,Min1,Fa,CarPort,Unf,Gd,TA,Y,WD,Family,707579.84
84,28234,5,3,1999,1999,49.18512421257233,361.9910083599119,109.08350692144977,111.4569253460462,582.5314406274078,861.6832555450202,332.38941566042985,6.802663179963107,1230.7295060990805,0,0,1,0,4,2,10,1,1997,1,357.6978380160042,103.07200848519052,98.15197804826578,43.98347902143846,52.47728114671833,2.1768229136966326,62.28942417812073,460.679587491208,5,2008,30,RM,Grvl,Reg,Lvl,NoSeWa,CulDSac,Gtl,NAmes,Artery,1Fam,1.5Fin,Gable,HdBoard,MetalSd,Gd,Ex,CBlock,TA,Ex,Av,ALQ,GLQ,Grav,Ex,N,FuseA,Ex,Typ,Ex,BuiltIn,Fin,TA,Fa,Y,New,Normal,527431.03
111,6361,5,8,1988,1988,78.66466830059159,391.9641135992616,61.43761803630625,135.2861426282939,588.6878742638618,448.9089608099902,176.61338803764798,6.307698572837692,1487.4054782276812,0,0,2,1,2,1,4,2,1986,2,213.11167942967114,120.28062174639479,60.05106391776199,23.300862308802877,75.90889187581261,41.808365433568355,51.038802513758476,45.28862788845219,6,2006,180,RM,Pave,IR2,Bnk,AllPub,CulDSac,Sev,Somerst,Norm,TwnhsE,1.5Fin,Gable,MetalSd,VinylSd,Ex,Fa,BrkTil,TA,Fa,Gd,Unf,Rec,Grav,Ex,N,FuseA,TA,Min1,TA,BuiltIn,Unf,TA,Ex,N,ConLD,Partial,537704.96
82,22220,9,5,2010,2010,44.42981450356293,1512.0592317275782,91.31786584660502,538.6951316980623,2142.0722292722453,1682.9224461303872,565.6850843475708,0.39249697858975,1606.0468640298927,2,0,1,1,4,2,6,2,2008,2,346.40716066586623,31.289841748412123,33.44039896758894,128.49759540641816,1.6262061833776982,101.84726796868657,72.75346648192453,130.85139157140932,12,2007,60,RL,Grvl,IR1,Bnk,NoSeWa,Inside,Gtl,OldTown,Artery,Duplex,1Story,Flat,HdBoard,MetalSd,Ex,TA,CBlock,Fa,TA,Gd,LwQ,Unf,GasA,Fa,N,SBrkr,Gd,Maj1,Fa,Attchd,Unf,Po,Po,N,New,Abnorml,664626.26
120,16977,4,6,1943,2007,57.32801615438211,286.63960431631546,116.14374219079606,437.93543933608913,840.7187858432006,2132.85289655293,173.44297506112161,11.92296518199584,1223.2954660384664,2,1,2,1,3,1,11,1,1979,0,109.11446035738054,51.05849147543077,160.93387423409658,35.68759350272922,32.338442686267065,11.522491778675997,58.18328565760723,3.1442981799345966,12,2009,120,RM,Grvl,IR2,HLS,AllPub,CulDSac,Mod,Edwards,Artery,TwnhsE,1.5Fin,Gable,MetalSd,Plywood,Gd,TA,BrkTil,Fa,Fa,Av,Unf,Rec,Grav,Fa,Y,FuseF,Gd,Min2,TA,Detchd,Fin,TA,Fa,P,COD,Partial,440786.62
93,3938,4,8,1912,1999,101.6860204952395,94.89350968291484,149.25635867805084,95.03907676355631,339.188945124522,647.3045979551239,670.6084656491304,74.33554026152989,1476.0101465573573,0,1,3,0,3,2,5,0,1993,2,175.56705662296918,155.56293653465045,70.50268915500169,8.017695164259864,29.035751868920745,24.297640330677222,1.228322206000962,224.66634248602244,4,2009,20,RH,Grvl,IR2,Bnk,AllPub,Corner,Sev,CollgCr,Norm,TwnhsE,1Story,Gable,HdBoard,VinylSd,TA,TA,BrkTil,TA,Fa,No,GLQ,BLQ,GasW,TA,Y,SBrkr,Gd,Maj1,Po,BuiltIn,Fin,TA,Ex,N,WD,Normal,501088.84
139,27640,4,5,1953,1998,312.4195642180117,218.66491682857875,42.14358780648497,429.9767501296201,690.7852547646838,1234.2377643534473,1213.2762998380558,48.68554532069868,1723.3385858549204,0,0,2,1,2,2,8,2,1970,1,622.1111569979425,81.22362067352448,71.05305576913062,43.936212234001815,48.26081409555413,19.562346852119184,12.595311488354124,220.4718702893722,3,2009,160,FV,Grvl,IR2,HLS,NoSeWa,FR2,Sev,OldTown,Feedr,1Fam,1Story,Flat,HdBoard,VinylSd,Gd,TA,Slab,Fa,Fa,Av,Rec,Unf,GasA,Ex,Y,FuseF,Fa,Min2,Po,CarPort,RFn,Fa,Po,Y,COD,Normal,461945.95
103,26394,4,3,1982,1982,229.0433360427268,361.37874180106513,36.623275873901065,117.77174659060776,515.773764265574,1478.5652456431142,58.14838889478107,20.98232248104316,1187.4375142375138,1,0,3,0,4,1,11,1,1980,0,1300.0,126.19487691493605,296.30569545009337,21.914284197347662,56.72751104488597,25.755432729398404,12.536976148865476,158.48591174335752,12,2008,160,RL,Pave,Reg,HLS,NoSeWa,CulDSac,Sev,CollgCr,Artery,TwnhsE,1.5Fin,Gable,VinylSd,Plywood,Ex,TA,BrkTil,TA,Ex,Mn,Rec,Rec,GasA,TA,Y,FuseA,Gd,Typ,Po,Detchd,RFn,Gd,TA,Y,COD,Partial,502288.88
69,17888,2,7,1986,2002,274.56807387148507,412.2389546996301,3.303297099478899,58.313707455800824,473.85595925490986,734.9678493957017,281.4147082237066,43.21173475546185,500.0,0,1,2,0,2,2,11,2,1984,2,207.24976309708597,61.45118826100623,141.24408941935422,12.331396185986222,5.150647607182276,24.879293227477515,14.377008884565265,96.5843631221347,7,2008,120,RM,Grvl,IR1,Bnk,NoSeWa,FR2,Gtl,OldTown,Feedr,TwnhsE,1Story,Gable,VinylSd,Plywood,TA,Ex,BrkTil,Ex,Ex,Gd,Rec,Rec,GasA,TA,N,SBrkr,Ex,Typ,Gd,BuiltIn,Unf,Ex,Fa,Y,WD,Family,355143.94
117,21820,6,2,1943,1996,177.14812473483462,57.035442273148234,342.54168372953967,131.50280866416978,531.0799346668578,2438.742688881778,193.05769793577196,3.7692823421545816,593.2179688275692,0,1,2,1,5,2,6,2,2010,2,296.49376767886963,71.75940166138538,55.93851343134355,47.65609178772374,2.746846861189036,23.86963286101474,7.148439758336192,304.5362999560756,8,2010,50,FV,Pave,IR2,Bnk,AllPub,Inside,Gtl,NAmes,Artery,1Fam,1.5Fin,Gable,MetalSd,VinylSd,Ex,Fa,PConc,Ex,TA,Mn,BLQ,GLQ,GasA,Fa,Y,FuseA,Ex,Min1,Po,Attchd,Fin,Gd,Fa,N,ConLD,Partial,546048.69
80,13122,2,5,1932,1974,77.85278355007894,197.1235892359152,326.67873597977456,261.8420077973045,785.6443330129943,1248.3518686183154,140.51057820176032,29.32427163082235,1570.2410770432523,1,0,1,0,1,2,10,1,1986,2,283.80552237553763,190.08055182451724,66.02599407103767,36.19094353333267,32.146854239169066,13.085121149569048,49.19561953779422,443.2090369739222,3,2007,20,FV,Pave,Reg,Bnk,AllPub,FR2,Sev,OldTown,Norm,TwnhsE,1.5Fin,Flat,HdBoard,Plywood,Gd,TA,BrkTil,TA,Ex,Av,Rec,ALQ,GasW,Gd,N,FuseF,Fa,Min1,Ex,Detchd,Fin,Fa,TA,N,COD,Partial,391729.19
93,24199,3,8,1949,1985,69.71024675716737,985.5635462312755,77.9620046321265,104.30351257478367,1167.8290634381856,400.0,657.438413926751,35.55663869461678,3707.414670235574,1,0,3,0,2,1,12,0,1947,1,402.0938123316968,92.65125667020499,30.304628136915028,22.361618643292232,8.116168635659713,21.202060355941647,75.6789262812196,709.3350102184403,8,2010,50,RH,Pave,IR1,HLS,AllPub,CulDSac,Mod,CollgCr,Norm,TwnhsE,1Story,Gable,Wd Sdng,Plywood,Fa,Ex,BrkTil,Fa,TA,Av,ALQ,GLQ,GasW,Ex,N,FuseA,Gd,Maj1,Gd,BuiltIn,RFn,TA,Gd,N,New,Family,594423.8
53,14460,3,4,1989,2000,49.44196880821253,130.27584297705627,82.02018439635003,321.3431511802186,533.6391785536249,2015.349993720117,601.2691455355969,33.26201542382703,1332.1220452126897,2,0,1,0,1,1,7,1,1987,2,672.3938595379269,96.06113884282661,21.368615470030026,2.723590115688454,27.29431163193638,28.59847842244833,8.793478619254552,212.47977524671143,11,2010,75,FV,Grvl,Reg,Lvl,AllPub,Inside,Mod,CollgCr,Norm,1Fam,2Story,Gable,Wd Sdng,VinylSd,Gd,Ex,Slab,TA,Ex,Gd,ALQ,LwQ,GasA,Fa,Y,FuseA,Gd,Min2,Gd,Attchd,Fin,TA,TA,Y,COD,Abnorml,455123.69
51,29696,4,6,1906,2005,76.88619175311429,551.3162490893992,265.1206391555817,138.90845031583277,955.3453385608137,1022.5538391541651,1329.787702157212,11.394739077335922,1873.234861789236,0,1,2,1,2,2,12,2,1918,1,375.70684006181216,75.17892087477993,55.91035578020693,41.673114387235515,3.352072959497722,31.671100180883414,0.602722678878175,121.15787778175891,2,2010,180,RH,Grvl,IR1,HLS,AllPub,CulDSac,Mod,Somerst,Norm,TwnhsE,2Story,Hip,VinylSd,Plywood,Gd,TA,BrkTil,Fa,TA,Mn,Unf,GLQ,Grav,Gd,N,FuseF,Fa,Maj1,Gd,CarPort,Fin,TA,Po,Y,New,Family,510078.06
97,3767,8,5,1936,1983,239.0255881229083,224.95137691018786,21.966471718850773,275.14824416377235,522.066092792811,820.7732049688294,863.4257415194021,10.794966624308,2991.7834429568466,1,1,3,0,4,1,10,2,1996,2,114.0611232368998,55.64404568707522,93.25278429367161,16.75485796213987,101.92193148137906,36.97512824610983,36.96922164178474,67.25579476410805,5,2009,120,RH,Grvl,Reg,Bnk,NoSeWa,CulDSac,Gtl,NAmes,Artery,1Fam,2Story,Flat,Wd Sdng,MetalSd,Ex,Gd,PConc,TA,TA,Gd,GLQ,ALQ,GasW,TA,Y,FuseA,Ex,Maj1,Fa,Attchd,RFn,Ex,Fa,N,New,Partial,712327.96
58,6820,6,3,1925,1952,237.22183951239072,300.11039039450947,32.6770615724725,94.07697714203216,426.8644291090141,1607.844835109024,535.9887765337112,53.272472553027306,2133.1865632164468,0,0,1,0,5,1,9,2,1936,3,220.59423036927194,64.82915022625934,32.33295682814327,117.9391703753471,12.177737726095296,75.85517824500218,1.1127325330708526,243.28571294918459,5,2007,70,RH,Grvl,Reg,Lvl,NoSeWa,Inside,Sev,Somerst,Artery,TwnhsE,2Story,Hip,VinylSd,MetalSd,Ex,Fa,BrkTil,Fa,Fa,Av,Unf,BLQ,Grav,Fa,Y,FuseA,Fa,Min2,Fa,CarPort,Unf,Ex,Ex,Y,WD,Abnorml,564529.16
139,29125,9,4,1989,1989,389.0021164795921,65.75498094688918,277.59203312946994,214.40197656755177,557.7489906439109,751.7149179889296,635.4839314669704,50.027792051825536,1598.2610809955156,0,0,3,0,1,2,10,1,1987,2,440.3896663987709,81.71513959838275,119.17132723695194,78.1838641260803,6.747040735553019,47.0367113415057,34.90010501319338,44.78316423127747,6,2009,80,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Feedr,1Fam,1.5Fin,Gable,MetalSd,Wd Sdng,Fa,TA,Slab,TA,Fa,Av,Unf,Unf,GasA,TA,N,SBrkr,Gd,Min1,Gd,BuiltIn,Unf,Ex,Po,Y,COD,Abnorml,653648.13
125,10085,4,5,1952,1991,107.33784353943824,243.46344791872747,60.82768986012966,106.99989540800824,411.2910331868654,2350.157460419349,331.8050907771001,0.4486452883941096,1490.9517376964309,2,1,3,1,2,2,4,2,1982,2,260.5435964114958,197.46846049504862,25.626893444723816,25.629036728626566,0.9833025020646268,31.786029609629125,45.213229987462,227.23151630618446,3,2008,120,RM,Pave,IR2,Bnk,AllPub,FR2,Sev,CollgCr,Artery,1Fam,1Story,Gable,HdBoard,Plywood,Ex,Fa,BrkTil,TA,Gd,Av,Rec,Rec,GasA,Gd,N,FuseA,Fa,Min2,Fa,CarPort,Fin,Gd,TA,Y,WD,Family,441318.25
110,10698,9,2,1909,1953,31.20775314713117,358.0193085190169,27.77292630207795,176.00931749780466,561.8015523188994,2056.7173012613925,651.3180235533576,157.3682746185308,1039.8174266878257,2,1,1,1,1,2,3,0,1939,1,268.17313134299917,82.41699452422472,56.59123649784571,27.643655887814322,29.839645350668327,18.884413900752104,33.01977233103051,47.168703378167066,9,2010,80,RM,Grvl,Reg,Lvl,NoSeWa,Corner,Mod,NAmes,Feedr,TwnhsE,2Story,Flat,MetalSd,VinylSd,Ex,Fa,Slab,Gd,Ex,Gd,BLQ,GLQ,GasA,Fa,N,SBrkr,Ex,Min2,Fa,Attchd,Unf,TA,Po,Y,ConLD,Abnorml,611916.06
113,24155,2,4,1929,1999,137.4983181330674,289.50201624098855,121.91028724900337,684.4345880336421,1095.846891523634,2537.40361690569,112.41591271139083,36.784508453316455,2447.4967141900865,1,1,2,1,5,2,11,0,2006,2,273.66808390560357,170.80574919116293,111.48912087722289,1.185303948727448,10.986746392730726,139.4280704532811,33.678701428060094,127.34773539619596,3,2010,30,RL,Pave,IR2,HLS,AllPub,Corner,Sev,Edwards,Norm,1Fam,1.5Fin,Hip,Wd Sdng,MetalSd,Fa,TA,BrkTil,Fa,TA,Gd,Unf,ALQ,GasA,TA,Y,FuseF,Gd,Min2,Po,CarPort,RFn,Po,Ex,P,ConLD,Partial,508513.96
99,7302,6,4,1904,1962,314.6341474902237,256.11441614562057,42.40450709604857,153.54991816162516,452.0688414032943,3240.400520883373,459.4381801060513,33.37600981632979,2890.429856960054,0,0,3,1,3,1,10,1,1958,3,327.67193857540076,34.54925597321856,233.22237413254788,24.779667051178322,39.68367956201615,36.55760158998753,28.424851443119824,37.71340987435342,4,2006,75,FV,Grvl,IR2,HLS,AllPub,Corner,Mod,Edwards,Artery,Duplex,1.5Fin,Gable,VinylSd,VinylSd,Gd,Ex,PConc,Ex,TA,Mn,GLQ,BLQ,GasW,Gd,Y,FuseF,TA,Min1,Gd,Attchd,RFn,Fa,Fa,N,ConLD,Family,591135.58
46,16379,8,7,1952,2004,260.03850379578955,452.58704960335433,242.4414035274872,73.79246966158358,768.8209227924251,1465.0001063904674,730.178791171233,8.400558800533124,500.0,2,1,2,1,2,1,12,0,1950,3,165.04849584524385,114.4286252699301,176.91800075041954,78.50574020910798,36.15326166088369,55.11331971485843,81.91610021192896,75.35196745024878,7,2009,160,RL,Grvl,IR2,Bnk,AllPub,CulDSac,Sev,NAmes,Norm,Duplex,2Story,Flat,MetalSd,VinylSd,Ex,TA,PConc,Ex,Gd,No,LwQ,BLQ,GasW,Gd,N,FuseA,Gd,Typ,Ex,CarPort,RFn,Fa,Ex,Y,COD,Partial,558467.32
79,10009,6,2,2010,2010,63.44927960306996,85.49712587054928,90.65707564201065,224.24273397471282,400.3969354872728,1083.3594929781318,440.2004772769163,17.99611932402017,2457.702215959685,1,0,3,0,4,2,8,0,2008,3,614.6545496207526,9.587565056790122,150.66353741938786,49.79449854472285,32.895819345426894,28.854317583406374,141.93805579242496,204.55053200963704,2,2009,80,FV,Grvl,IR2,HLS,NoSeWa,FR2,Mod,Somerst,Norm,1Fam,2Story,Gable,MetalSd,VinylSd,Ex,Ex,CBlock,Gd,TA,Gd,Unf,Unf,Grav,Fa,N,FuseA,Fa,Min1,Gd,CarPort,RFn,Po,TA,P,WD,Family,622496.75
89,7542,9,7,1962,1969,34.088789270140154,370.7745848340777,44.19100118652911,226.98899817776714,641.9545841983739,731.8208098257131,291.21444156117997,12.752766773897006,2208.2624517665245,1,0,3,1,1,1,6,0,1960,1,113.29622478436853,40.40693736519563,72.56963980732833,65.64385483641092,2.1320508773388975,12.181914569938638,49.042629458008626,344.0291785705709,11,2009,60,RM,Grvl,IR2,Lvl,AllPub,FR2,Mod,CollgCr,Norm,TwnhsE,1Story,Flat,Wd Sdng,MetalSd,Ex,Ex,PConc,Ex,TA,Gd,ALQ,LwQ,GasW,Fa,Y,FuseF,Gd,Min1,Ex,Attchd,RFn,Fa,Fa,P,COD,Abnorml,737069.74
131,29002,4,4,1996,1996,33.19779774100907,27.218047250321998,46.729344761208885,225.94477007053058,299.8921620820615,1551.0903497741308,554.7109355155208,74.85641186909527,1276.355789767972,1,1,1,0,4,1,11,2,1994,3,433.90988387208733,42.12719450912908,124.01873821726912,43.057392820909456,32.27888622681752,41.31119870687561,13.29970671306038,91.40463632462708,6,2010,75,RM,Grvl,IR2,HLS,AllPub,Corner,Mod,OldTown,Feedr,TwnhsE,2Story,Gable,MetalSd,Plywood,Fa,Ex,CBlock,TA,TA,Gd,LwQ,LwQ,GasW,Ex,Y,SBrkr,Fa,Min2,Fa,BuiltIn,Unf,Gd,Gd,Y,WD,Normal,473701.9
61,7597,2,6,1982,1982,52.19112630282518,661.9852845162294,117.06444434431859,308.8208427707332,1087.870571631281,3189.22739253083,253.58104818115604,71.68745599373331,1042.3785925780085,0,1,3,1,1,1,12,1,2008,1,230.89800465018047,51.89285225414364,52.681706709944,10.139822487494662,19.083710289483243,7.581020495831249,8.594833301632768,5.079424887421971,12,2006,120,RL,Grvl,IR2,Bnk,AllPub,Corner,Sev,Somerst,Feedr,TwnhsE,1.5Fin,Hip,HdBoard,Plywood,Fa,Fa,CBlock,TA,Fa,Av,BLQ,Unf,Grav,Ex,Y,SBrkr,Fa,Min2,Po,BuiltIn,Unf,Fa,Ex,P,ConLD,Abnorml,424316.23
89,4640,8,5,1997,1997,59.06507587874903,263.1662744375275,68.15449896201184,148.011020765711,479.33179416525036,451.38126634608005,418.97364742637615,37.43111564280831,2045.5567163177702,0,0,3,1,3,2,11,0,1995,3,356.2790638080014,170.45924966050796,106.13579590802061,13.71749227025712,66.03484476977823,55.41727636228787,0.939804434898718,5.5799101930450234,5,2010,20,RM,Grvl,Reg,Bnk,AllPub,CulDSac,Mod,Edwards,Feedr,Duplex,1Story,Hip,VinylSd,VinylSd,TA,Fa,Slab,Ex,Gd,Av,Rec,BLQ,GasW,Ex,N,FuseF,Gd,Maj1,Ex,CarPort,Unf,Po,Ex,N,COD,Family,622520.13
74,20870,2,4,1934,1973,73.34990689776149,525.4226735965852,59.93234340277211,329.61772147339195,914.9727384727493,1313.344914385332,923.7403408554948,31.60255802925844,590.5145351693391,0,1,2,1,1,2,11,1,1990,0,786.6228988839016,10.952977369909348,19.312102862355378,12.117047465809478,15.20401988645922,6.580191566643266,117.52377637744179,473.29477535148374,1,2006,30,RM,Pave,IR1,Lvl,AllPub,CulDSac,Sev,OldTown,Feedr,Duplex,2Story,Gable,Wd Sdng,Plywood,TA,Gd,CBlock,Ex,TA,Av,Unf,Rec,GasA,Ex,Y,SBrkr,TA,Min2,Po,Attchd,Unf,Gd,Gd,Y,COD,Normal,354181.66
53,26284,8,8,2005,2005,150.51938453750296,6.881313099596332,153.91349381625716,208.12356056453137,368.91836748038486,400.0,965.3508215834253,44.52984690373464,1303.341664755213,1,1,3,1,2,1,4,1,2003,3,775.4570532880517,186.66395915950142,85.91596539365837,19.353494677206054,27.604290849276957,82.54514721903809,24.513285334329566,1079.498121988127,5,2006,75,RH,Pave,Reg,Bnk,NoSeWa,Corner,Sev,Somerst,Artery,TwnhsE,1Story,Gable,MetalSd,VinylSd,Ex,Gd,BrkTil,Fa,Ex,Gd,Unf,LwQ,Grav,TA,N,FuseF,Gd,Min1,Fa,Attchd,Fin,Ex,Ex,P,COD,Partial,631445.49
50,5569,7,3,1926,1964,71.36431074396904,473.51742112582144,267.88913650061806,70.05800912280061,811.4645667492401,400.0,611.0369865039743,31.112939967964678,1869.6034467303327,2,0,3,0,4,2,11,1,1967,0,661.6632107026412,9.28685874201353,19.211435831380545,51.55866267798057,0.3664046499400848,41.443764172024395,26.700147081710387,118.19486747433592,8,2009,20,RL,Grvl,Reg,Lvl,NoSeWa,CulDSac,Mod,CollgCr,Norm,Duplex,1Story,Hip,HdBoard,MetalSd,Gd,Gd,BrkTil,TA,TA,No,BLQ,Unf,GasW,TA,Y,SBrkr,Gd,Maj1,Fa,BuiltIn,Unf,TA,Po,N,ConLD,Family,680204.46
76,21819,8,2,1948,2006,97.1765839264614,152.4533348426828,137.01696430032672,361.183232265614,650.6535314086235,2174.0016006727105,210.35517313007824,53.3233993152956,3223.8813279852957,0,0,2,1,3,1,3,2,2009,0,875.1627907478402,58.7002104902218,143.85142843725643,11.278824274782629,86.14152994953268,30.23905864077381,35.99894658019985,32.214911590472575,1,2010,70,RL,Pave,IR2,Bnk,AllPub,CulDSac,Gtl,CollgCr,Feedr,Duplex,1Story,Hip,VinylSd,Plywood,TA,Ex,BrkTil,Gd,Ex,Gd,LwQ,GLQ,Grav,Gd,Y,FuseA,Gd,Min1,TA,CarPort,Unf,Fa,Gd,P,ConLD,Partial,760463.79
48,17142,5,7,1975,2007,22.148577480732953,301.68054607027034,38.977331512492775,239.6986977056209,580.356575288384,1972.8609481104722,386.4611597880127,97.89594494262673,3937.176962194413,1,1,1,0,3,2,10,1,2009,2,1300.0,61.55542589439578,119.5567766826355,50.968168503539125,9.451188150414536,22.480241678827046,18.28817291557694,26.445233441917846,6,2010,120,RM,Grvl,IR2,Lvl,AllPub,Inside,Mod,Edwards,Norm,Duplex,1.5Fin,Gable,VinylSd,VinylSd,Fa,Gd,BrkTil,Gd,TA,Av,ALQ,BLQ,Grav,TA,Y,FuseF,Gd,Min1,Ex,BuiltIn,RFn,Fa,Fa,N,COD,Abnorml,687666.63
46,25240,9,6,1931,1956,49.49661857698107,478.97665442734063,25.84150019208115,318.0402541647753,822.8584087841971,706.3177825147579,562.5706642265039,24.852223123844215,793.0688151534396,0,1,3,1,4,1,4,0,1929,2,615.9779365297484,232.28811634786473,188.91007302297,27.84528992082562,11.287371544073148,25.270140861320307,44.016937763429056,452.6161039594106,10,2006,75,FV,Grvl,IR2,HLS,AllPub,FR2,Gtl,CollgCr,Artery,1Fam,1Story,Flat,Wd Sdng,Wd Sdng,Fa,Fa,BrkTil,Ex,Ex,No,GLQ,GLQ,GasW,Gd,Y,SBrkr,Ex,Typ,Po,BuiltIn,Fin,Ex,Ex,P,COD,Abnorml,652650.02
75,5554,3,8,1929,1989,47.55236800303498,280.1684548008467,146.760442642543,77.62856525131618,504.55746269470586,511.9789852779474,278.8713456728622,8.62950651904454,1960.311451693226,2,1,3,0,5,2,3,2,1948,0,475.9573995265149,133.47569333284272,22.277571974557606,163.9611964469437,47.48938322247498,8.803642863589868,46.666583266597726,78.56981305274205,11,2010,160,RH,Pave,Reg,Lvl,AllPub,Corner,Sev,OldTown,Artery,Duplex,1.5Fin,Gable,Wd Sdng,VinylSd,Fa,Ex,Slab,Gd,Ex,Mn,LwQ,GLQ,GasA,Gd,Y,SBrkr,Fa,Maj1,Gd,CarPort,RFn,Gd,Po,N,ConLD,Normal,478035.53
60,29325,5,5,1914,2007,18.404228300607812,438.60081958690967,136.7943993616101,375.5169798737539,950.9121988222737,2594.9768425866423,1579.061787128336,31.96509359228682,1601.341780273507,1,0,1,1,2,2,10,0,1912,2,166.85470980628088,289.1111609868141,294.32004935399476,5.511325874288052,120.47861940645875,28.23803093302529,53.71026588809734,1736.1947753539068,9,2009,20,RH,Pave,IR2,Lvl,AllPub,FR2,Gtl,OldTown,Feedr,TwnhsE,1.5Fin,Gable,MetalSd,MetalSd,TA,Ex,CBlock,Fa,Ex,Gd,LwQ,BLQ,GasW,Fa,N,FuseA,Ex,Min2,Po,Detchd,Unf,Fa,Fa,N,ConLD,Abnorml,514229.78
95,19335,2,2,1900,1969,69.94409269494645,227.7276359188818,55.84565404836372,800.1618954301739,1083.7351853974194,539.6457829767924,284.49210993152064,13.548258757910299,2277.4759382144985,0,0,1,0,5,2,6,2,1977,3,530.6918084824547,320.6877006592495,65.66820755465913,22.478600937536413,18.962446738258627,17.182432692494118,3.4651149873341787,25.115388763209726,3,2008,70,FV,Grvl,Reg,Bnk,NoSeWa,Corner,Mod,OldTown,Artery,Duplex,1Story,Flat,VinylSd,MetalSd,Ex,Ex,CBlock,TA,TA,Gd,BLQ,BLQ,GasA,TA,Y,FuseF,TA,Typ,Po,Detchd,RFn,TA,TA,P,New,Normal,463878.47
41,25580,8,2,1955,1955,22.316513434405945,698.2927691079149,69.40982484249888,72.5208886528196,840.2234826032334,423.13285290650174,533.8373951161824,5.509667508410003,1455.6854001620056,0,0,2,0,1,2,11,0,1953,1,369.8151028851292,169.56928933128117,142.40926420068024,27.005317514663727,136.06210557590944,15.519330616886423,78.67195865361987,29.98981645304159,9,2009,180,RM,Grvl,IR2,Lvl,AllPub,CulDSac,Mod,Somerst,Norm,TwnhsE,2Story,Gable,VinylSd,VinylSd,TA,TA,PConc,Ex,Gd,Mn,GLQ,Unf,GasA,Fa,Y,FuseF,TA,Min1,Ex,CarPort,Unf,Gd,Ex,N,COD,Abnorml,633062.2
70,12134,7,5,2009,2009,66.03755839851151,262.5804353708848,41.390431981738175,410.82171379081444,714.7925811434375,552.4903162878221,1008.335266996348,86.03233810892283,2351.722748839917,1,0,3,1,5,1,5,0,2007,2,987.8395113352834,39.16596847477417,29.142127752930303,65.95527684340708,17.912744832317827,132.41979062346792,25.65725470982969,77.99955317276367,10,2007,80,FV,Pave,Reg,Bnk,NoSeWa,FR2,Mod,CollgCr,Norm,Duplex,2Story,Hip,Wd Sdng,Plywood,TA,Fa,PConc,Fa,TA,Gd,GLQ,BLQ,Grav,Gd,N,FuseF,Fa,Min1,TA,Attchd,Unf,TA,TA,P,WD,Abnorml,635002.08
85,28414,8,3,1924,1978,102.8794063403341,266.8611098065504,26.566771050726075,240.41645594954267,533.8443368068191,1397.0911439320837,1410.8446998263146,30.064876443761293,1845.6124463934316,0,1,3,1,5,2,10,2,1989,3,581.5022389981874,109.95641523007411,91.24886411883921,57.07306645545813,0.9207109602470601,17.571091587955546,10.9502096869095,67.10074649171854,5,2008,160,RM,Pave,Reg,Bnk,NoSeWa,Inside,Mod,Edwards,Feedr,1Fam,1.5Fin,Flat,Wd Sdng,VinylSd,Gd,TA,PConc,Ex,TA,Av,LwQ,Rec,Grav,Fa,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,Gd,Po,Y,New,Partial,621450.99
